Age,Income,EducationLevel,HasPartner,TotalChildren,TotalSpend,TotalPurchases,MntWines,MntMeatProducts,MntGoldProds,NumWebVisitsMonth,NumDealsPurchases,CustomerDays,Recency,PrevCampaignsAccepted,Complain,Response
47,54233.0,2,1,1,981,22,652,158,142,8,4,3983,46,0,0,0
54,24163.0,2,0,2,17,4,4,7,2,4,2,3733,3,0,0,0
66,84460.0,4,1,0,523,22,152,103,81,5,0,4014,80,4,0,1
41,43776.0,2,1,1,23,3,8,9,3,6,1,3530,77,0,0,0
66,71691.0,4,0,0,1192,16,336,411,43,2,1,3577,0,0,0,1
51,85844.0,4,1,0,1958,19,938,843,38,2,1,3504,62,1,0,0
50,39190.0,4,0,1,133,7,68,18,12,5,2,3537,91,0,0,0
65,71367.0,2,1,0,777,16,227,389,75,2,1,3783,24,0,0,0
52,38578.0,4,0,2,73,6,38,22,3,8,3,3845,2,0,0,0
59,57236.0,4,1,2,121,7,105,9,4,3,3,3582,22,0,0,0
45,61825.0,2,0,1,424,14,162,100,27,4,1,3799,56,0,0,0
66,79803.0,2,0,1,868,12,574,216,33,1,1,3500,54,0,0,0
38,80910.0,1,0,0,756,14,160,369,41,1,1,4079,71,0,0,0
42,27590.0,3,1,1,12,3,6,5,1,7,1,3905,38,0,0,0
45,56775.0,2,1,1,937,23,614,160,35,5,2,4016,62,0,0,0
49,83829.0,2,0,0,1862,17,897,430,27,1,0,3737,78,3,0,1
45,54210.0,1,1,1,367,12,70,109,45,5,2,3878,18,0,0,0
38,38508.0,2,1,1,443,14,120,206,54,8,6,3804,95,0,0,0
54,53187.0,2,1,1,267,11,211,30,10,5,2,3719,66,0,0,0
52,30023.0,2,1,1,61,5,11,16,21,8,1,3570,28,0,0,0
64,76045.0,4,0,0,1323,20,760,400,0,2,1,3699,78,1,0,0
72,50870.0,4,1,1,63,5,53,8,2,5,1,3483,13,0,0,0
54,15315.0,1,1,0,64,6,7,13,17,5,2,3803,27,0,0,0
50,65463.0,1,1,1,562,17,391,70,16,5,2,3623,17,1,0,0
59,66480.0,2,1,2,312,12,199,57,6,4,7,3502,71,0,0,0
70,76773.0,2,0,0,1156,15,516,449,16,1,1,3962,79,0,0,0
41,81698.0,1,0,0,1104,15,709,115,45,5,1,3958,1,1,0,1
51,54466.0,4,0,2,16,3,12,4,0,5,1,3613,78,0,0,0
64,98777.0,3,0,0,2008,19,1000,711,38,1,0,3605,23,1,0,0
40,16269.0,4,0,1,44,6,19,18,0,8,3,3776,75,0,0,0
53,71819.0,2,1,1,1574,11,1224,140,168,6,3,3778,70,2,0,0
41,33569.0,4,1,1,63,4,16,18,24,8,1,3729,10,1,0,1
41,36262.0,3,1,0,426,11,88,54,153,6,1,3755,24,1,0,1
58,22634.0,0,1,0,96,5,2,11,46,8,1,4002,47,0,0,0
46,47025.0,1,1,1,635,18,508,59,29,9,5,3763,98,0,0,0
56,70566.0,2,0,1,757,20,381,215,21,3,2,3739,4,0,0,0
45,31605.0,4,1,1,125,7,74,42,6,7,2,4057,15,0,0,0
51,52034.0,3,0,2,332,11,146,93,73,7,5,3881,67,0,0,0
45,48526.0,2,0,1,135,7,23,23,9,3,1,3660,32,0,0,0
70,46734.0,2,1,1,330,12,110,137,29,7,2,4061,40,0,0,0
62,39552.0,2,0,2,384,13,165,147,41,8,7,4031,54,0,0,1
58,86358.0,2,0,2,1722,14,957,494,95,8,4,4163,78,0,0,0
47,46931.0,2,1,3,78,5,41,17,16,3,2,3539,94,0,0,0
39,16581.0,0,0,0,24,3,1,4,11,4,1,4006,51,0,0,0
72,63998.0,1,0,0,1168,24,176,818,112,4,1,3664,42,0,0,1
73,67381.0,3,1,1,957,13,815,53,70,7,4,4003,67,1,0,0
57,25930.0,2,0,2,15,3,6,2,4,7,1,3735,87,0,0,0
46,42693.0,2,1,1,57,4,8,20,16,5,1,3495,29,0,0,0
48,85606.0,2,1,1,1956,22,717,864,84,3,2,4067,89,1,0,0
39,72903.0,2,0,0,2013,20,1067,750,39,4,1,3716,74,3,0,1
50,49669.0,1,1,1,326,12,166,107,29,6,2,3509,97,0,0,0
56,36778.0,4,1,2,77,6,29,34,4,9,3,4166,63,0,0,0
62,85696.0,4,0,0,1313,19,714,395,12,1,1,3895,88,0,0,1
35,10979.0,3,0,0,30,6,8,10,4,5,2,3511,34,0,0,0
63,49678.0,2,1,1,315,12,229,56,20,7,2,3985,81,0,0,0
71,56129.0,3,1,1,660,18,320,133,48,4,4,3847,65,0,0,0
35,37155.0,2,1,1,74,6,23,26,3,5,1,3987,51,0,0,0
46,21282.0,1,0,1,46,5,1,8,20,6,2,3522,76,0,0,0
62,33419.0,4,0,1,86,6,56,12,18,7,2,3789,76,0,0,0
79,63285.0,2,0,0,1103,24,508,249,134,3,1,3709,84,0,0,0
50,21255.0,3,1,1,61,7,29,25,3,4,4,3632,56,0,0,0
43,42162.0,2,1,1,145,7,46,59,27,6,2,3695,31,1,0,1
68,54450.0,2,1,2,684,19,454,171,32,8,12,4126,0,0,0,0
70,57744.0,4,1,1,411,14,350,39,19,8,2,3702,91,0,0,0
38,26576.0,2,0,1,27,3,10,8,9,9,1,4097,40,1,0,1
81,57513.0,4,0,0,1060,25,735,183,30,6,2,3831,59,0,0,0
60,68142.0,2,1,1,1459,21,897,196,37,6,3,4142,96,0,0,0
45,7500.0,2,1,1,18,3,5,3,5,8,1,4142,61,0,0,0
50,83145.0,2,1,0,1833,25,777,731,114,2,1,4118,14,1,0,1
64,54197.0,3,1,1,237,10,162,37,13,1,2,3560,16,0,0,0
61,23091.0,4,0,2,48,6,35,11,2,7,4,3505,98,0,0,0
48,46049.0,2,1,2,515,16,342,112,19,7,10,3816,11,0,0,1
50,56715.0,2,1,0,1020,14,258,239,9,4,1,4044,52,0,0,0
63,79410.0,2,1,0,1370,10,658,483,13,1,1,3504,19,0,0,0
73,57304.0,2,1,1,1026,23,356,329,106,5,2,3948,61,0,0,0
59,44375.0,2,1,1,301,11,213,28,41,5,1,3571,73,0,0,0
68,54450.0,2,1,2,684,19,454,171,32,8,12,4126,0,0,0,0
59,59594.0,2,1,1,499,16,457,29,9,7,1,4090,74,1,0,0
30,80685.0,2,1,0,1004,20,241,604,54,2,1,4149,55,0,0,0
50,40344.0,4,1,1,218,10,210,6,2,7,2,3732,48,0,0,0
52,62710.0,2,1,1,606,18,441,83,11,4,4,3875,53,0,0,0
56,48985.0,1,1,1,75,5,19,18,8,3,1,3832,13,0,0,0
56,35322.0,2,1,3,106,6,28,37,13,8,3,4149,34,0,0,0
76,77142.0,2,1,0,990,16,476,162,97,2,1,3869,54,0,0,0
55,81657.0,2,0,0,1097,15,364,425,50,1,1,3631,69,0,0,0
28,14421.0,0,1,0,16,3,0,2,8,5,1,3605,81,1,0,0
50,20130.0,1,1,0,34,4,0,3,12,8,1,3577,99,0,0,0
34,74214.0,4,1,0,1711,15,863,547,33,5,1,4145,3,0,0,0
67,66726.0,3,1,2,438,14,349,35,47,7,3,3641,61,1,0,0
45,23724.0,0,1,1,75,5,5,15,14,8,2,4010,65,0,0,0
64,47353.0,3,1,1,225,10,184,19,4,5,3,3701,93,0,0,0
72,33444.0,3,1,2,18,3,8,8,2,8,1,4076,24,0,0,0
43,54386.0,2,1,1,470,15,277,64,25,3,2,3881,8,0,0,0
43,28510.0,2,0,2,91,6,44,19,19,5,3,3915,72,0,0,0
33,90638.0,3,0,0,2525,17,1156,915,96,1,1,3609,29,1,0,0
74,48070.0,2,1,1,504,16,373,83,19,7,3,4005,33,0,1,0
67,43140.0,2,1,1,235,10,134,76,11,6,1,4013,68,0,0,0
63,54959.0,4,0,1,1232,18,1148,60,24,7,3,3999,55,1,0,1
66,15056.0,0,0,2,88,7,6,3,40,5,5,3895,76,0,0,0
53,26954.0,2,0,1,17,3,4,11,1,7,1,3525,17,0,0,0
39,22327.0,2,0,1,24,4,5,8,5,5,1,3804,94,0,0,0
59,44393.0,2,1,2,60,5,24,20,10,4,2,3784,86,0,0,0
72,62000.0,4,0,1,1020,25,899,101,20,4,1,3781,25,1,0,0
62,31497.0,4,1,1,155,8,108,28,4,8,2,4043,22,0,0,0
50,45894.0,1,1,2,51,4,27,7,13,5,1,3595,15,0,0,0
54,78579.0,3,0,0,1812,15,816,549,99,3,1,4027,35,0,0,1
55,67369.0,3,0,1,1461,21,1298,70,42,4,4,4062,81,2,0,1
64,58401.0,2,0,1,96,5,10,11,29,4,1,3543,55,0,0,0
72,62307.0,2,0,1,160,8,87,34,10,5,1,3605,94,0,0,0
55,43641.0,3,1,2,139,7,57,51,23,6,3,3906,50,0,0,0
56,63841.0,3,0,1,908,21,635,100,131,6,1,3907,64,0,0,0
59,46891.0,1,1,1,183,7,43,23,61,4,1,3774,91,0,0,0
55,70091.0,3,1,1,1161,17,964,137,11,8,2,3928,11,1,0,0
52,78075.0,4,1,0,988,13,572,259,80,1,1,3558,72,0,0,0
63,59184.0,1,0,1,1072,24,341,113,66,5,3,4131,6,0,0,0
47,54809.0,2,1,2,174,8,63,57,22,4,4,3764,0,0,0,0
65,58113.0,2,1,1,758,19,221,169,84,7,3,3993,66,0,1,0
66,51412.0,3,1,1,195,9,140,29,14,4,2,3653,42,0,0,0
45,15287.0,2,0,1,31,4,1,8,13,7,2,4100,60,1,0,1
67,66636.0,3,1,0,1084,16,291,689,0,1,1,3789,64,0,0,0
68,50965.0,3,1,1,685,19,544,85,29,8,3,3967,87,1,0,0
59,84618.0,4,1,0,1672,25,684,801,0,2,1,3692,96,1,0,0
34,18351.0,2,1,0,43,5,1,9,7,7,1,3716,1,0,0,0
67,40451.0,4,1,2,49,4,35,4,10,5,1,3606,54,1,0,0
59,36317.0,2,1,1,133,7,87,25,13,7,2,3876,53,0,0,0
67,42213.0,2,1,1,363,13,309,24,20,7,2,3733,96,1,0,0
69,65748.0,2,1,1,545,16,172,93,34,1,2,3913,58,0,1,0
52,77044.0,2,1,1,1065,29,625,242,76,4,2,3718,12,1,0,0
55,74918.0,2,1,0,2047,20,972,913,59,3,1,3947,78,1,0,0
52,56721.0,2,1,2,296,10,157,39,75,6,5,4079,64,0,0,0
49,42160.0,2,0,2,140,7,48,45,20,6,4,3839,26,0,0,1
59,61559.0,2,0,1,530,16,279,88,34,3,1,3820,8,0,0,0
61,33629.0,4,1,2,152,8,132,16,4,9,5,4163,49,0,0,0
33,68682.0,4,1,0,1598,23,919,505,45,2,1,3739,56,0,0,0
61,34377.0,2,0,1,114,6,62,22,26,7,2,3999,55,0,0,0
38,8940.0,0,0,1,101,7,1,3,42,8,3,4149,25,0,0,0
51,26228.0,2,1,1,25,3,2,4,9,8,1,3753,50,0,0,0
67,77297.0,1,0,0,789,21,408,109,41,4,1,3992,84,1,0,0
43,40211.0,2,1,2,87,5,51,7,25,8,2,3807,30,1,0,0
66,33438.0,4,0,2,90,7,62,16,6,5,4,3753,81,0,0,0
65,75032.0,4,1,1,1215,18,952,180,12,3,2,3900,74,0,0,0
69,61284.0,4,0,0,811,21,618,106,45,6,1,3733,76,1,0,0
38,22518.0,2,1,1,61,5,11,12,27,5,2,4088,36,1,0,1
49,54730.0,3,1,1,405,13,318,17,56,4,5,3791,64,0,0,0
69,38452.0,3,1,2,72,6,56,14,2,7,3,3564,62,0,0,0
53,44421.0,2,0,2,189,9,110,59,7,8,5,3972,53,0,0,0
38,38197.0,4,1,1,40,4,23,11,3,5,1,3838,86,0,0,0
46,41986.0,2,0,1,63,7,27,8,12,4,3,3613,15,0,0,0
41,28427.0,2,1,1,52,5,18,19,6,8,2,3938,67,0,0,0
48,37395.0,4,1,1,39,4,18,9,11,6,1,3531,47,0,0,0
53,64722.0,2,1,1,805,21,303,280,15,6,4,3507,47,0,0,0
68,55249.0,3,1,1,130,7,97,19,11,3,1,3546,81,0,0,0
52,84906.0,2,1,0,1631,23,997,414,76,2,1,3741,98,3,0,0
35,28691.0,2,1,1,34,4,5,13,4,8,1,3833,56,0,0,0
72,44213.0,2,0,2,152,8,95,35,7,6,4,3685,48,0,0,0
40,25707.0,0,0,1,21,4,1,2,3,7,1,3635,18,0,0,0
57,59062.0,4,1,3,71,5,46,12,9,4,2,3742,74,0,0,0
62,76624.0,2,0,1,899,22,411,147,66,1,1,3509,68,1,0,0
77,66000.0,3,1,0,711,9,244,270,45,1,1,3543,36,0,0,0
46,27683.0,4,1,1,351,12,152,121,45,8,4,4167,90,0,0,0
53,1730.0,2,0,0,8,0,1,3,1,20,15,3515,65,0,0,0
32,7500.0,0,0,1,119,7,10,18,40,9,4,4046,63,0,0,0
56,40521.0,2,1,2,21,3,12,5,4,5,1,3923,82,0,0,0
51,20427.0,4,1,1,10,3,5,4,1,8,1,3570,63,0,0,0
49,65106.0,2,1,1,973,24,790,133,19,6,3,3509,55,1,0,0
59,69969.0,4,1,0,1536,12,882,514,44,3,1,3779,64,2,0,1
72,67433.0,2,1,2,992,24,615,259,30,4,4,3821,51,1,0,0
57,77766.0,4,1,1,1529,32,1004,265,27,6,2,3965,97,1,0,1
52,74716.0,2,1,1,860,15,133,421,71,4,2,3763,92,0,0,0
61,68118.0,2,0,1,928,21,595,123,154,6,2,3727,51,0,0,0
54,55158.0,4,1,2,418,14,293,87,23,7,4,4172,72,0,0,1
69,62972.0,1,1,1,587,14,313,47,192,6,2,4168,39,0,0,1
49,74190.0,2,1,1,641,17,151,86,64,2,2,3521,49,0,0,0
48,39356.0,2,1,2,23,3,15,2,6,6,1,3575,21,1,0,0
55,76653.0,2,1,0,2279,22,736,946,126,2,1,3790,91,2,0,0
51,35860.0,4,0,2,49,4,15,8,20,5,2,3514,37,1,0,0
41,90687.0,4,0,0,1779,16,982,672,51,2,1,3876,98,1,0,1
42,73450.0,3,1,0,1804,26,1142,415,37,3,1,3679,85,2,0,0
64,31454.0,2,1,2,48,5,28,11,9,8,3,3831,40,0,0,0
72,47139.0,2,0,2,83,5,46,12,23,7,2,3588,2,0,0,1
49,83829.0,2,0,0,1862,17,897,430,27,1,0,3737,78,3,0,1
61,53378.0,4,1,2,793,19,489,152,132,8,10,4116,41,0,0,1
54,19656.0,2,1,1,84,6,25,9,32,7,3,3979,94,0,0,0
76,45579.0,4,1,1,183,9,145,33,1,6,1,3786,10,0,0,0
66,85485.0,1,0,0,1383,18,630,611,54,2,1,3481,73,0,0,0
80,55956.0,2,1,0,999,14,760,104,38,4,2,3556,22,1,0,0
61,64191.0,3,0,1,825,21,420,186,15,3,3,3996,30,0,0,0
52,38808.0,2,0,1,246,10,125,52,30,8,4,4145,21,1,0,1
58,57183.0,3,1,2,610,17,464,64,70,8,8,3940,51,0,0,0
56,23748.0,3,0,1,76,6,6,29,8,8,3,4058,97,0,0,0
53,66303.0,2,1,1,1286,18,1090,96,60,8,4,3961,56,1,0,0
49,37368.0,3,1,1,30,3,3,11,10,6,1,3668,4,1,0,0
60,40800.0,2,1,3,99,6,24,27,10,7,2,4017,77,0,1,0
46,71847.0,2,0,0,1192,22,737,106,210,3,0,4119,95,1,0,0
49,46149.0,2,1,1,362,13,254,71,27,5,5,3685,36,0,0,0
41,78687.0,2,1,0,2130,18,817,687,241,2,1,4162,13,1,0,1
53,49118.0,1,0,0,1229,26,620,239,119,7,2,4153,90,2,0,1
67,37633.0,4,1,2,38,4,13,20,1,9,2,4120,49,0,0,0
73,39767.0,3,1,0,485,15,113,204,47,8,2,3816,18,0,0,0
73,26997.0,0,1,0,434,11,7,78,144,7,2,4074,89,0,0,0
54,33986.0,2,0,1,44,4,16,18,5,7,1,3945,43,0,0,0
52,57091.0,4,1,1,496,16,462,24,4,7,2,4056,82,1,0,1
55,46831.0,1,1,2,78,5,22,10,34,4,2,3859,84,0,0,0
52,83151.0,3,1,0,2346,22,968,842,210,2,1,3977,80,3,0,1
53,52531.0,2,1,0,794,19,283,151,125,6,2,4019,68,0,0,0
68,15759.0,2,1,0,17,3,1,5,3,7,1,3770,12,0,0,0
53,22804.0,2,0,1,26,4,14,7,1,9,1,3806,75,0,0,0
51,43050.0,1,1,1,76,6,30,24,8,5,2,3576,10,0,0,0
47,42997.0,4,0,2,15,3,4,5,5,7,1,3677,91,0,0,0
61,48918.0,4,0,2,62,5,52,9,1,4,2,3551,21,0,0,0
70,60033.0,3,1,1,198,8,62,57,48,2,2,3565,28,0,0,0
46,34043.0,4,1,1,49,4,20,14,10,9,1,3720,97,0,0,0
58,57811.0,2,1,1,802,20,545,114,78,5,5,3843,49,1,0,0
78,78569.0,2,1,0,1736,14,558,622,95,1,1,3603,14,1,0,1
46,7500.0,2,0,2,57,6,6,4,25,6,4,4022,5,0,0,0
53,157733.0,3,1,1,59,2,39,9,8,1,0,3863,37,0,0,0
71,94384.0,2,1,0,2302,18,1111,790,172,2,0,3955,62,3,0,1
39,23148.0,1,1,0,37,5,4,8,10,7,1,3604,83,0,0,0
54,44267.0,2,0,2,310,11,183,65,49,9,5,3962,48,0,0,0
45,71626.0,2,1,0,1305,18,546,376,72,3,1,4078,94,1,0,0
58,60894.0,2,1,1,832,21,606,155,54,7,5,3839,61,0,0,0
48,50200.0,2,1,2,401,13,266,51,64,8,6,3925,70,0,0,0
59,81051.0,4,1,0,1501,22,1142,249,14,2,1,3510,43,2,0,0
42,65169.0,2,1,0,1189,27,1074,69,46,6,1,3639,23,4,0,1
52,59868.0,2,1,1,1194,25,771,154,154,6,7,3815,37,0,0,0
64,65695.0,4,1,1,656,19,371,189,6,4,2,3622,50,0,0,0
68,64857.0,3,0,0,1540,22,556,717,43,4,1,4056,78,0,0,0
59,45143.0,3,1,1,311,12,202,74,14,7,3,3780,74,0,0,0
69,74805.0,1,1,1,820,21,209,209,37,2,5,3708,14,0,0,0
35,59060.0,1,1,1,274,11,35,111,12,4,3,3642,77,0,0,0
62,27238.0,4,0,2,57,6,37,17,3,9,3,3908,39,0,0,0
59,47009.0,2,1,1,448,13,171,73,90,4,4,3744,89,0,0,0
51,46094.0,1,1,2,44,4,12,20,5,7,1,3492,62,0,0,0
52,40321.0,2,1,2,102,6,44,21,27,7,2,3808,59,0,0,0
40,37235.0,2,1,1,61,4,20,9,20,4,1,3621,68,0,0,0
64,81843.0,3,1,0,1643,26,779,537,138,3,1,3906,13,0,0,0
66,46692.0,3,1,1,397,12,170,97,88,6,3,3861,37,0,0,0
56,77382.0,2,1,1,1121,24,491,231,134,1,2,3646,36,1,0,0
47,37774.0,2,0,2,473,12,173,107,176,9,4,4137,28,1,1,1
50,18393.0,0,1,1,50,6,7,13,4,8,2,3565,2,0,0,0
62,72828.0,3,1,1,1678,22,1205,235,205,7,6,3973,17,0,0,0
42,24711.0,2,1,0,58,6,10,25,7,7,1,3545,86,0,0,0
49,45503.0,4,1,1,170,8,97,44,18,5,1,3750,54,0,0,0
42,6560.0,3,0,0,373,2,67,26,262,17,0,3672,2,0,0,0
79,71604.0,4,1,0,1196,16,345,528,97,4,1,3697,3,1,0,1
45,27244.0,2,1,1,101,6,6,17,46,7,2,3587,84,0,0,0
55,48752.0,2,1,2,316,12,73,100,0,9,5,4037,8,0,0,1
62,71434.0,2,1,1,1400,18,711,217,168,4,3,3757,4,2,0,0
76,90842.0,2,0,0,1424,26,774,118,93,1,1,3808,57,0,0,0
46,88097.0,3,1,1,844,19,163,480,75,9,1,4153,24,3,0,1
49,51948.0,2,1,1,311,11,82,54,41,5,2,3758,51,0,0,0
42,71853.0,2,1,0,1149,16,358,413,32,1,1,3890,29,0,0,0
41,35876.0,3,1,0,129,7,66,40,14,6,1,3543,13,0,0,0
72,40049.0,2,0,1,32,4,13,7,3,6,1,3729,23,0,0,0
42,39660.0,2,0,1,299,11,139,78,36,9,3,4163,36,0,0,1
62,50127.0,2,1,1,320,12,274,21,15,6,1,3504,88,1,0,0
47,43263.0,3,1,1,441,13,262,61,102,5,3,4058,2,0,0,0
75,62845.0,3,1,2,1178,17,1099,45,34,8,11,4109,3,1,0,1
34,18929.0,2,1,0,85,5,32,8,18,6,1,3971,15,0,0,0
42,24367.0,0,0,1,24,3,2,2,5,9,1,3939,58,0,0,0
49,33249.0,2,0,1,112,6,6,21,42,6,2,3967,11,0,0,0
65,26887.0,1,1,1,30,4,6,4,6,6,1,3977,27,0,0,0
41,50150.0,4,1,0,410,14,135,92,11,5,2,3847,32,0,0,0
48,62061.0,2,1,1,800,21,641,84,38,6,3,3775,12,1,0,0
62,85696.0,4,0,0,1313,19,714,395,12,1,1,3895,88,0,0,1
68,76542.0,4,1,0,1483,22,794,573,14,2,1,3929,91,0,0,0
31,70515.0,2,0,0,1258,16,420,452,140,2,1,3724,12,0,0,1
37,18227.0,2,1,1,28,3,1,7,11,8,1,4071,21,0,0,0
59,69139.0,2,1,1,227,10,86,75,6,4,1,3626,23,0,0,0
42,69109.0,2,1,0,1555,19,823,459,95,4,1,4070,10,1,0,1
62,69627.0,2,0,1,861,21,231,215,53,5,2,3942,35,0,0,0
46,38136.0,2,1,1,103,6,8,27,33,8,2,3906,69,1,0,0
78,62159.0,4,0,0,634,18,182,259,29,4,1,3535,68,0,0,0
61,80695.0,2,0,0,1918,18,557,984,18,2,1,3655,85,0,0,0
53,33316.0,3,0,2,131,7,79,31,12,6,3,3741,34,0,0,0
56,58554.0,2,1,2,586,16,368,68,88,7,6,4114,55,0,0,0
32,17256.0,0,1,1,62,5,6,14,22,8,2,3691,10,1,0,0
50,53034.0,2,0,2,447,14,160,196,50,8,8,3868,30,0,0,0
74,52203.0,1,1,0,939,26,488,238,28,6,1,4171,36,0,0,0
47,59601.0,1,0,1,797,11,691,69,23,8,4,3812,14,1,0,0
66,75154.0,3,0,1,1143,15,543,205,82,3,1,4136,79,0,0,1
48,47025.0,2,0,1,415,14,254,108,26,6,3,3707,52,0,0,0
51,37971.0,2,1,1,30,4,5,10,7,8,1,3689,97,0,0,0
56,41335.0,3,0,1,187,9,112,21,5,7,3,3658,24,0,0,0
66,67267.0,2,1,1,251,10,134,59,30,2,1,3520,0,0,0,0
49,57338.0,2,0,1,237,10,143,52,17,5,2,3534,96,0,0,0
64,50523.0,1,1,2,91,6,51,24,1,6,2,3659,89,0,0,0
59,35791.0,3,0,3,35,4,27,5,3,8,2,3892,94,0,0,0
64,50611.0,4,0,1,493,16,459,24,4,6,6,4106,98,1,0,0
55,56242.0,4,1,1,971,23,689,167,88,6,5,3956,72,0,0,0
64,48904.0,2,0,1,371,13,283,38,27,8,4,4047,1,0,0,0
49,56243.0,2,0,3,396,14,347,35,7,5,6,3654,26,0,0,0
39,21355.0,2,1,1,68,5,5,14,31,6,2,3786,5,1,0,1
53,57420.0,3,1,1,322,12,280,18,24,7,3,3842,22,1,0,0
54,51373.0,3,1,1,317,12,187,65,14,5,2,3927,39,0,0,0
69,46390.0,3,0,1,222,9,95,64,38,7,1,3528,56,0,0,0
68,54342.0,1,1,2,177,8,84,34,28,6,4,3834,74,0,0,0
66,51373.0,2,1,2,45,4,19,12,6,5,1,4137,87,0,0,0
60,51373.0,1,0,2,21,3,5,9,4,7,1,3641,49,0,0,0
51,20895.0,2,1,1,45,5,18,17,4,9,1,4104,24,0,0,0
76,92344.0,2,1,0,1899,20,992,694,119,1,0,3638,9,2,0,0
52,51373.0,4,1,1,42,4,25,13,3,7,1,3592,17,0,0,0
48,26907.0,1,1,2,22,4,9,7,2,7,2,3786,10,0,0,0
44,44964.0,2,1,2,41,4,19,17,2,8,1,4033,35,0,0,0
45,75507.0,2,1,0,1440,20,709,374,80,3,1,3531,56,0,0,0
52,53761.0,3,1,2,325,11,158,76,71,5,6,3734,7,0,0,0
51,22682.0,2,1,1,95,7,10,29,36,4,3,3742,51,0,0,0
52,38887.0,4,1,1,42,4,25,13,3,7,1,3592,17,0,0,0
49,41658.0,1,0,2,72,4,8,12,29,4,2,4070,30,0,0,0
52,29791.0,4,1,1,20,5,14,6,0,5,2,3518,21,0,0,0
68,63915.0,3,1,2,789,21,622,115,15,5,2,3807,2,0,0,0
50,39996.0,2,0,2,15,3,11,3,1,6,1,3511,85,0,0,0
52,26759.0,2,0,1,59,6,25,16,2,6,2,3615,65,0,0,0
56,63841.0,3,0,1,908,21,635,100,131,6,1,3907,64,0,0,0
55,51039.0,4,1,2,417,12,100,79,109,7,2,4039,11,0,0,0
63,60544.0,2,1,2,289,11,201,43,35,6,4,4146,92,0,0,0
52,65685.0,2,1,1,769,20,642,49,57,5,1,3565,54,0,0,0
71,37716.0,2,1,1,188,8,97,41,41,7,2,3542,4,0,0,0
67,36864.0,2,0,1,354,11,204,39,89,8,3,4158,53,0,0,1
54,44511.0,3,1,1,727,20,513,133,14,8,6,4098,39,0,0,0
57,36947.0,4,1,2,146,7,88,21,29,9,4,4164,49,0,0,0
73,47352.0,3,1,1,319,12,172,112,15,7,4,3917,70,0,0,0
71,67087.0,3,1,1,794,20,329,222,43,4,2,3667,40,0,0,0
74,57045.0,2,1,1,454,15,296,104,17,3,3,4132,40,0,0,0
71,36957.0,4,0,2,152,7,100,16,31,9,4,4134,43,0,0,1
47,69389.0,4,1,1,797,21,422,238,15,4,1,4112,17,0,0,0
52,80134.0,2,1,1,1690,14,1218,272,80,6,2,3878,40,3,0,1
55,43142.0,3,1,2,20,3,5,7,4,7,1,3604,84,0,0,0
80,80589.0,2,1,0,1428,20,507,520,26,1,1,3631,25,1,0,1
34,34412.0,2,0,1,209,8,52,50,55,9,3,3974,62,0,0,0
45,57537.0,2,0,1,545,15,191,139,100,4,4,3857,83,0,0,0
58,22634.0,0,1,0,96,5,2,11,46,8,1,4002,47,0,0,0
76,51315.0,2,1,0,222,9,68,39,41,2,1,3599,45,0,0,0
52,36026.0,2,1,3,61,5,20,10,17,6,2,3578,34,0,0,0
51,24639.0,2,1,2,44,6,20,16,1,6,3,3625,3,0,0,0
52,34578.0,4,1,3,8,3,7,1,0,6,1,3552,1,0,0,0
52,65704.0,1,0,0,817,22,279,74,246,1,1,3732,18,0,0,0
58,63810.0,2,0,1,1371,19,977,253,101,8,4,4068,45,1,0,0
55,54132.0,4,1,1,42,4,30,8,3,7,1,3606,81,0,0,0
65,18690.0,2,1,0,60,4,6,7,19,8,1,4021,77,0,0,0
54,28164.0,2,1,1,78,6,3,26,12,7,3,3894,23,0,0,0
50,34596.0,4,1,1,23,3,14,2,7,8,1,3915,48,0,0,0
52,43269.0,4,1,1,19,3,10,7,1,8,1,3759,61,0,0,0
66,38741.0,1,0,2,61,5,7,17,13,7,2,3564,60,0,0,0
52,31907.0,2,0,0,449,13,33,64,74,7,1,3955,75,0,0,0
41,27100.0,3,1,1,37,4,12,13,10,7,1,3923,64,0,0,0
51,31163.0,1,0,1,38,4,2,10,10,6,1,3609,54,0,0,0
39,92533.0,2,1,0,1131,22,693,118,42,2,1,3665,84,2,0,0
51,34853.0,2,0,2,34,5,9,15,2,6,2,3661,75,0,0,0
57,70844.0,2,0,2,294,12,129,67,2,7,5,3715,16,0,0,0
45,31086.0,1,1,2,48,4,16,11,16,8,2,3894,79,1,0,0
63,60544.0,2,1,2,289,11,201,43,35,6,4,4146,92,0,0,0
38,20491.0,1,1,0,30,3,5,5,10,7,1,3993,16,0,0,0
60,42523.0,2,1,0,125,6,14,11,35,2,1,3540,96,0,0,0
41,39922.0,2,1,1,156,7,29,59,36,8,2,3973,30,0,0,0
72,33402.0,2,1,2,70,6,26,19,8,8,3,3819,60,0,0,0
75,36408.0,3,1,2,22,3,9,4,3,6,1,3754,11,0,0,0
45,21645.0,2,1,1,65,6,14,23,19,9,3,4137,75,0,0,1
76,78427.0,3,0,0,1930,20,972,595,138,3,3,4086,36,1,0,1
78,82657.0,2,1,0,2283,22,966,672,126,4,1,3748,71,2,0,0
66,51876.0,2,1,0,310,12,99,102,6,1,1,3730,88,0,0,0
53,78041.0,1,1,0,1319,17,482,553,17,2,1,4033,93,0,0,0
