canal_ingreso,tipo_tarjeta,pais_transaccion,categoria_comercio,edad_cliente,antiguedad_meses,saldo_promedio_usd,monto_usd,hora_transaccion,num_transacciones_24h,num_transacciones_7d,distancia_comercio_km,score_velocidad,ratio_monto_promedio,es_fraude,mes_transaccion,anio_transaccion
App_movil,Credito_platinum,Ecuador,Restaurante,34,159,1631.97,37.66,13,2,21,42.3,51.0,0.411,0,6,2023
Banca_en_linea,Credito_gold,Peru,Restaurante,53,92,2685.86,546.66,2,11,48,,71.7,3.789,1,7,2023
Sucursal,Credito_platinum,Peru,Supermercado,34,92,1240.97,29.93,6,4,21,51.6,4.5,0.415,0,11,2023
App_movil,Credito_clasica,Ecuador,Gasolinera,31,30,1095.83,52.06,6,4,4,1.8,,0.804,0,10,2023
Cajero_ATM,Debito,Mexico,Gasolinera,68,18,2358.24,138.96,4,14,1,1.6,7.0,1.086,0,10,2023
App_movil,Debito,Ecuador,Electronica,26,44,1923.53,146.31,2,1,26,7.0,26.9,1.378,0,3,2023
Banca_en_linea,Debito,Ecuador,Viaje,47,155,2365.99,30.08,17,14,2,10.2,56.7,0.234,0,7,2023
App_movil,Debito,Peru,Transferencia,38,99,1044.49,241.78,14,2,9,1.9,80.7,3.886,0,3,2023
App_movil,Credito_clasica,Ecuador,Supermercado,29,154,1343.05,235.71,19,14,45,19.7,,3.055,0,2,2023
Banca_en_linea,Debito,Ecuador,Supermercado,54,121,419.07,45.64,13,3,18,7.6,93.6,1.474,0,12,2023
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,49,115,334.23,56.09,3,13,48,5.3,81.0,2.1,0,10,2023
Cajero_ATM,Credito_platinum,USA,Supermercado,28,60,930.76,422.06,23,11,48,9.2,15.6,7.465,0,4,2023
Cajero_ATM,Credito_clasica,Ecuador,Ropa,37,146,392.87,267.02,7,5,42,10.1,38.9,9.008,0,12,2023
Banca_en_linea,Credito_gold,Peru,Viaje,52,56,473.91,184.5,20,11,41,0.4,,5.476,0,8,2023
Banca_en_linea,Credito_clasica,Colombia,Entretenimiento,70,31,4390.66,17.87,12,8,11,91.4,93.8,0.078,0,9,2023
POS,Debito,Ecuador,Restaurante,64,101,299.12,86.26,21,6,25,4.5,98.8,3.456,0,7,2023
Banca_en_linea,Credito_clasica,Argentina,Restaurante,63,59,2889.26,127.91,7,3,26,0.6,76.3,0.828,0,1,2023
Banca_en_linea,Debito,Ecuador,Electronica,28,124,995.55,36.13,14,6,36,19.1,57.4,0.604,0,3,2023
App_movil,Debito,Chile,Supermercado,69,130,5330.45,94.19,16,7,42,49.6,75.7,0.341,0,12,2023
Cajero_ATM,Credito_gold,Ecuador,Ropa,25,97,1858.93,142.83,4,6,35,16.9,27.3,1.387,1,9,2023
POS,Debito,Chile,Otro,21,167,1111.68,64.49,19,10,38,19.1,,0.983,0,12,2023
App_movil,Debito,Ecuador,Gasolinera,44,107,2022.66,232.76,3,6,3,9.8,65.4,,0,1,2023
Sucursal,Credito_clasica,Ecuador,Viaje,61,18,1403.0,280.31,10,1,41,25.6,87.2,3.497,0,9,2023
Cajero_ATM,Credito_platinum,Ecuador,Electronica,57,145,2277.01,63.65,17,3,35,0.4,97.0,,0,8,2023
Banca_en_linea,Credito_gold,Ecuador,Supermercado,55,167,504.1,278.63,9,7,40,14.6,34.1,7.915,0,1,2023
Banca_en_linea,Credito_gold,Colombia,Farmacia,64,71,14714.96,21.4,16,4,22,11.1,,0.029,0,6,2023
Sucursal,Debito,Ecuador,Restaurante,47,106,1585.88,277.77,14,12,8,,85.2,3.111,0,5,2024
Cajero_ATM,Credito_gold,Colombia,Supermercado,61,54,1270.16,29.86,5,4,15,7.9,62.3,0.406,0,6,2024
Banca_en_linea,Credito_gold,Ecuador,Ropa,65,94,3296.5,17.99,22,7,45,7.2,34.8,0.103,0,10,2024
POS,Credito_clasica,Ecuador,Transferencia,65,76,1331.0,158.99,20,9,7,,61.9,2.077,0,12,2024
Banca_en_linea,Credito_platinum,USA,Gasolinera,44,35,4678.51,100.78,15,14,19,0.8,58.4,,0,5,2024
Banca_en_linea,Debito,Ecuador,Gasolinera,38,11,1714.08,362.72,14,11,40,16.4,60.7,3.79,0,6,2024
Cajero_ATM,Credito_platinum,Colombia,Transferencia,69,61,3378.47,72.69,7,13,42,1.5,61.9,0.406,0,5,2024
POS,Credito_platinum,Colombia,Entretenimiento,37,44,484.19,55.77,8,13,17,5.4,84.7,1.63,0,11,2024
Cajero_ATM,Debito,Panama,Viaje,21,121,4878.94,109.19,10,2,1,21.3,17.0,0.43,1,12,2024
App_movil,Credito_clasica,Ecuador,Restaurante,28,68,3526.85,96.31,1,9,45,8.2,36.7,0.517,0,5,2024
Sucursal,Credito_platinum,Peru,Transferencia,30,25,794.74,68.34,12,3,29,4.8,58.6,1.374,0,4,2024
Banca_en_linea,Debito,Chile,Supermercado,26,176,592.47,182.5,3,6,13,0.5,28.3,4.606,0,3,2024
App_movil,Credito_clasica,USA,Ropa,21,160,1150.56,218.79,8,4,48,11.2,97.8,3.24,0,3,2024
Cajero_ATM,Credito_platinum,Ecuador,Supermercado,29,84,9531.62,292.58,4,1,29,43.1,26.3,0.601,0,4,2024
Banca_en_linea,Credito_clasica,Colombia,Ropa,26,114,942.08,545.99,18,9,41,24.3,47.0,9.561,0,9,2024
Sucursal,Debito,USA,Restaurante,30,132,1722.6,51.52,21,11,42,12.6,87.7,0.536,0,2,2024
Sucursal,Credito_clasica,Colombia,Electronica,65,166,276.2,193.87,2,6,6,1.1,8.0,8.142,0,9,2024
App_movil,Debito,Ecuador,Gasolinera,43,175,1465.54,80.2,20,8,5,2.7,82.1,0.963,0,1,2024
App_movil,Credito_clasica,Ecuador,Supermercado,55,1,2317.61,174.55,2,2,34,,57.1,1.387,0,1,2024
Cajero_ATM,Debito,Panama,Ropa,59,131,7850.66,101.93,5,7,11,4.4,3.2,0.253,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Transferencia,30,86,2017.98,766.83,9,6,9,2.7,90.3,6.915,0,6,2024
Cajero_ATM,Credito_clasica,USA,Otro,56,62,4474.63,200.79,4,2,38,2.8,3.9,0.859,0,6,2024
Banca_en_linea,Credito_gold,Ecuador,Restaurante,45,64,2180.36,462.03,2,2,40,9.6,51.5,3.882,0,3,2024
Banca_en_linea,Credito_clasica,Ecuador,Viaje,36,145,304.1,275.24,21,4,41,3.8,4.9,10.92,0,7,2024
Banca_en_linea,Credito_clasica,Ecuador,Ropa,41,126,1145.87,354.8,23,4,9,11.3,7.1,5.272,0,9,2024
Banca_en_linea,Credito_gold,Ecuador,Gasolinera,36,105,2342.4,257.64,6,3,8,29.5,88.7,2.027,0,11,2024
Banca_en_linea,Debito,Chile,Supermercado,66,62,7719.21,97.19,21,8,44,10.2,76.6,0.245,0,12,2024
App_movil,Credito_clasica,Mexico,Viaje,30,35,5099.8,48.51,17,14,40,13.9,19.7,0.183,0,10,2024
Sucursal,Debito,Peru,Otro,30,13,848.08,74.38,22,7,3,13.9,62.0,1.419,0,8,2024
Banca_en_linea,Credito_platinum,Ecuador,Ropa,45,163,821.51,8.07,7,2,13,4.0,79.5,0.158,0,6,2024
POS,Debito,Peru,Electronica,70,43,761.53,116.35,0,3,19,,89.0,2.42,0,12,2024
Sucursal,Credito_clasica,Colombia,Farmacia,19,130,6593.66,110.5,3,10,34,0.6,46.8,0.325,0,8,2024
Cajero_ATM,Credito_gold,Colombia,Restaurante,27,111,4987.64,116.75,23,9,32,3.3,89.7,0.45,0,12,2024
Sucursal,Credito_clasica,Ecuador,Viaje,39,128,3927.84,552.63,6,13,49,11.7,50.8,,0,5,2024
App_movil,Debito,Colombia,Viaje,30,51,1446.98,368.63,13,5,16,23.7,68.8,4.476,0,8,2024
App_movil,Credito_clasica,USA,Supermercado,26,144,1954.87,31.46,12,2,36,,97.9,0.292,0,10,2024
Banca_en_linea,Credito_clasica,Argentina,Transferencia,50,146,1760.6,74.04,9,3,18,0.3,23.6,0.755,0,12,2024
App_movil,Credito_gold,Ecuador,Restaurante,31,135,930.56,87.74,22,8,14,46.1,16.9,1.552,0,4,2024
Banca_en_linea,Credito_clasica,USA,Otro,65,45,1958.14,72.07,17,4,30,3.9,34.2,0.668,1,10,2024
App_movil,Credito_clasica,Colombia,Gasolinera,37,164,277.43,245.29,0,14,2,18.5,16.4,10.275,0,8,2024
App_movil,Credito_clasica,Ecuador,Supermercado,32,169,553.36,116.36,3,2,13,2.0,,3.089,0,10,2024
App_movil,Credito_gold,Ecuador,Gasolinera,49,42,5641.86,132.33,15,2,27,0.6,74.3,0.453,0,12,2024
App_movil,Credito_clasica,Ecuador,Electronica,50,135,3682.59,292.61,15,6,17,,47.8,1.507,0,2,2024
App_movil,Credito_clasica,Ecuador,Supermercado,34,15,1574.21,250.93,17,8,31,19.6,37.5,2.829,0,12,2024
Cajero_ATM,Debito,Ecuador,Farmacia,41,60,2020.12,26.27,7,7,15,2.5,36.9,0.237,0,12,2024
Banca_en_linea,Debito,USA,Farmacia,47,40,1355.08,192.72,9,4,20,1.7,19.5,2.479,0,5,2024
Sucursal,Debito,Peru,Viaje,30,165,3575.19,90.76,15,2,5,24.1,44.7,0.481,0,9,2024
Banca_en_linea,Debito,Colombia,Supermercado,64,112,4033.36,57.36,22,9,7,27.9,62.5,0.271,0,4,2024
Cajero_ATM,Credito_clasica,Chile,Farmacia,65,77,3802.25,12.7,23,4,18,0.1,13.9,0.063,0,11,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,33,105,3405.84,105.19,10,9,11,13.0,97.3,0.583,0,6,2024
Banca_en_linea,Debito,Ecuador,Viaje,19,107,771.97,70.88,5,5,32,,44.3,1.458,0,1,2024
POS,Credito_platinum,Peru,Supermercado,34,122,1231.11,48.46,0,14,27,4.7,94.8,0.677,0,9,2024
App_movil,Debito,Ecuador,Transferencia,49,80,1786.47,182.96,11,12,26,,13.5,1.842,0,1,2024
POS,Credito_gold,Ecuador,Viaje,60,125,1204.15,225.12,5,12,37,5.6,76.7,3.206,0,5,2024
App_movil,Credito_clasica,Ecuador,Electronica,25,172,3715.63,47.11,12,11,45,7.2,61.8,0.241,0,4,2024
Banca_en_linea,Credito_clasica,Ecuador,Electronica,69,134,1198.78,12.61,16,11,28,8.7,82.0,0.18,0,12,2024
Banca_en_linea,Debito,Panama,Supermercado,20,32,571.92,288.33,0,14,2,6.3,60.1,7.47,0,3,2024
App_movil,Credito_clasica,Ecuador,Restaurante,29,108,1473.07,6.5,7,7,20,12.1,96.3,0.078,0,6,2024
Cajero_ATM,Credito_clasica,Ecuador,Transferencia,37,114,9969.38,419.96,21,12,4,12.7,62.7,0.826,0,2,2024
Sucursal,Credito_platinum,Ecuador,Transferencia,33,146,840.08,153.18,7,5,13,5.8,78.5,2.946,0,3,2024
Sucursal,Credito_clasica,Peru,Supermercado,31,68,2567.9,63.26,23,2,24,1.5,87.8,0.457,0,5,2024
Banca_en_linea,Credito_platinum,Ecuador,Farmacia,33,127,1618.37,47.45,10,6,48,10.2,71.5,0.522,0,9,2024
POS,Debito,USA,Viaje,70,135,384.18,6.36,13,7,38,14.8,52.4,0.218,1,2,2024
Sucursal,Credito_gold,Ecuador,Ropa,66,114,1872.97,45.27,23,14,40,10.2,27.3,0.437,0,10,2024
App_movil,Credito_clasica,Ecuador,Supermercado,60,8,3228.03,27.23,9,11,48,8.9,85.4,0.159,0,8,2024
Cajero_ATM,Credito_gold,Ecuador,Restaurante,66,64,1999.86,147.08,14,13,45,,48.1,,0,2,2024
Banca_en_linea,Debito,Ecuador,Restaurante,68,135,5341.38,32.33,6,6,29,10.4,62.1,0.117,0,11,2024
App_movil,Credito_gold,Ecuador,Transferencia,71,41,1052.49,117.82,6,13,36,4.1,7.9,1.881,0,5,2024
Banca_en_linea,Credito_clasica,Ecuador,Electronica,50,40,425.49,138.78,9,14,2,25.2,,4.437,0,7,2024
Cajero_ATM,Credito_gold,Mexico,Electronica,47,3,7094.37,58.08,3,3,41,10.6,69.8,0.159,0,8,2024
Sucursal,Debito,Ecuador,Otro,29,145,1387.83,10.35,17,10,18,3.3,58.4,0.13,0,1,2024
Cajero_ATM,Credito_gold,Peru,Ropa,32,110,2347.45,10.69,9,8,49,6.4,44.9,0.084,0,6,2024
App_movil,Debito,Ecuador,Transferencia,35,114,4125.58,9.01,18,3,8,18.7,,0.042,0,1,2024
POS,Credito_gold,Ecuador,Electronica,45,112,1180.07,206.56,13,14,15,4.1,31.0,,0,2,2024
Sucursal,Credito_gold,Ecuador,Supermercado,40,150,3348.4,62.41,12,5,41,7.5,70.1,0.352,0,1,2024
Banca_en_linea,Credito_gold,Mexico,Transferencia,31,4,563.78,243.67,14,9,17,11.4,22.4,6.381,0,11,2024
Sucursal,Credito_clasica,Ecuador,Electronica,47,134,1060.79,89.77,15,11,23,14.0,62.2,1.424,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Restaurante,50,166,590.79,95.5,1,5,2,1.9,59.0,2.415,0,10,2024
Cajero_ATM,Credito_platinum,Ecuador,Restaurante,62,26,4368.07,112.89,3,7,6,8.3,97.0,0.494,0,9,2024
App_movil,Debito,Ecuador,Supermercado,32,139,829.66,192.26,20,11,29,24.3,6.1,3.734,0,6,2024
Banca_en_linea,Credito_clasica,Ecuador,Electronica,24,17,3359.34,52.93,17,14,27,34.5,,0.297,0,11,2024
Banca_en_linea,Credito_gold,Colombia,Transferencia,32,92,7374.88,24.45,16,7,37,10.7,,0.065,0,11,2024
App_movil,Credito_gold,Ecuador,Otro,69,31,2075.73,126.81,9,5,49,41.1,52.7,1.114,0,1,2024
Cajero_ATM,Debito,Ecuador,Otro,59,163,2141.48,64.4,20,2,34,8.5,,0.55,0,1,2024
Banca_en_linea,Credito_gold,Peru,Supermercado,63,144,1745.25,92.64,8,5,18,5.8,82.6,0.952,0,2,2024
Banca_en_linea,Credito_gold,Ecuador,Gasolinera,55,107,1185.91,161.17,14,7,42,8.0,49.5,2.326,0,9,2024
Sucursal,Debito,Ecuador,Supermercado,63,146,1814.01,107.22,11,7,10,1.2,,1.065,0,3,2024
App_movil,Credito_platinum,Ecuador,Transferencia,73,111,2508.34,150.25,20,4,38,5.1,31.9,1.11,0,1,2024
Banca_en_linea,Debito,Colombia,Gasolinera,74,101,10870.24,122.86,8,1,44,6.1,86.1,0.222,0,5,2024
Banca_en_linea,Credito_clasica,Ecuador,Ropa,71,112,7142.08,206.94,13,6,17,18.9,19.7,0.564,0,7,2024
Cajero_ATM,Debito,Ecuador,Viaje,61,62,5154.03,188.59,12,13,13,14.2,16.0,0.704,0,6,2024
Cajero_ATM,Debito,Ecuador,Electronica,28,112,5698.5,119.6,5,14,48,9.2,21.3,0.406,0,12,2024
Sucursal,Credito_platinum,Colombia,Restaurante,46,155,1777.07,175.4,18,3,42,4.3,62.5,1.774,0,1,2024
Banca_en_linea,Credito_clasica,Ecuador,Otro,48,163,2878.3,315.2,3,11,27,,81.1,2.048,1,5,2024
Cajero_ATM,Credito_clasica,Colombia,Otro,42,116,5836.08,89.92,19,5,2,4.3,33.1,0.298,0,5,2024
App_movil,Debito,USA,Restaurante,69,173,1447.86,84.85,16,4,34,11.4,17.3,1.03,0,6,2024
App_movil,Credito_clasica,Colombia,Electronica,71,35,8359.85,221.74,18,13,31,3.1,20.9,0.518,0,3,2024
App_movil,Credito_clasica,Ecuador,Otro,41,28,1543.72,136.04,2,2,23,5.6,61.9,1.56,0,5,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,74,103,2497.5,16.05,13,12,7,4.9,24.6,0.119,0,7,2024
Banca_en_linea,Debito,Ecuador,Gasolinera,36,125,3293.0,339.0,16,7,38,,,1.941,0,5,2024
Banca_en_linea,Credito_gold,Ecuador,Supermercado,19,102,7719.11,9.69,12,14,33,21.5,10.4,0.024,0,5,2024
Cajero_ATM,Credito_clasica,Ecuador,Electronica,39,137,901.32,211.99,8,5,12,12.0,,3.85,0,5,2024
App_movil,Credito_clasica,USA,Supermercado,37,143,3627.34,218.32,0,14,45,4.2,8.8,1.141,0,10,2024
Sucursal,Debito,Ecuador,Gasolinera,50,21,2039.17,464.0,16,7,12,5.7,84.6,4.144,0,10,2024
App_movil,Credito_gold,Ecuador,Restaurante,25,52,981.84,13.35,15,9,19,,65.1,0.226,0,3,2024
Sucursal,Credito_clasica,Colombia,Farmacia,42,163,3947.06,141.27,17,4,9,,95.8,0.681,0,1,2024
Banca_en_linea,Credito_clasica,Colombia,Otro,63,97,2208.65,88.75,1,5,10,1.8,33.6,0.737,0,5,2024
App_movil,Debito,Ecuador,Entretenimiento,26,51,2904.19,65.21,13,9,17,1.4,21.3,0.42,0,9,2024
Banca_en_linea,Credito_platinum,Panama,Transferencia,51,83,1174.84,19.2,21,13,40,2.0,56.2,0.279,0,1,2024
App_movil,Debito,Ecuador,Ropa,74,55,1840.95,129.05,22,10,39,2.3,,1.265,0,3,2024
Banca_en_linea,Credito_gold,Peru,Supermercado,40,77,2601.61,102.81,16,11,41,1.2,59.1,,0,4,2024
Cajero_ATM,Credito_clasica,USA,Restaurante,22,127,1497.61,21.57,2,14,10,10.2,34.8,0.254,0,1,2024
Banca_en_linea,Debito,Peru,Transferencia,72,172,752.78,147.2,1,13,12,46.5,0.6,3.09,0,1,2024
POS,Credito_gold,Colombia,Gasolinera,42,93,8351.88,205.88,7,4,15,21.1,3.5,0.481,0,8,2024
Banca_en_linea,Debito,Ecuador,Supermercado,25,88,1990.87,223.69,1,5,31,0.5,66.4,2.042,0,2,2024
Cajero_ATM,Credito_gold,Ecuador,Viaje,33,80,3509.9,358.67,1,13,15,5.5,52.3,1.934,0,12,2024
Banca_en_linea,Credito_platinum,Colombia,Restaurante,71,153,1523.52,84.01,8,5,28,,82.1,0.975,0,8,2024
Sucursal,Credito_gold,Ecuador,Restaurante,65,92,1296.77,463.87,19,8,4,1.4,,6.198,0,7,2024
App_movil,Debito,Panama,Otro,62,47,1507.09,305.85,20,13,36,18.8,81.5,3.583,0,10,2024
App_movil,Credito_gold,Ecuador,Transferencia,69,38,1515.68,57.75,5,4,1,9.0,42.5,0.673,0,10,2024
Cajero_ATM,Credito_clasica,Ecuador,Gasolinera,32,139,2164.14,31.03,11,4,44,26.8,9.7,0.263,0,2,2024
App_movil,Credito_gold,Ecuador,Otro,18,15,2160.25,90.74,8,13,34,20.9,97.8,0.769,0,6,2024
Banca_en_linea,Credito_clasica,Ecuador,Ropa,39,1,1918.68,82.1,6,7,47,11.3,51.2,0.775,0,6,2024
Sucursal,Credito_gold,Colombia,Viaje,20,135,561.95,133.6,11,11,17,10.7,62.9,3.507,0,3,2024
App_movil,Credito_clasica,Peru,Supermercado,55,1,1913.32,136.34,4,5,39,2.4,,1.29,0,11,2024
Cajero_ATM,Credito_clasica,Peru,Supermercado,71,49,663.13,212.94,15,6,38,1.2,36.2,4.934,0,2,2024
Cajero_ATM,Debito,USA,Ropa,31,96,537.08,111.97,4,6,44,5.4,74.8,3.038,0,12,2024
Cajero_ATM,Credito_gold,Mexico,Transferencia,53,157,6944.47,21.61,11,12,33,2.1,87.0,,1,1,2024
Banca_en_linea,Credito_clasica,Panama,Ropa,35,26,2521.86,298.1,23,6,21,1.1,38.7,,0,6,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,64,87,2893.28,60.61,19,14,26,3.6,65.7,0.392,0,12,2024
App_movil,Credito_gold,USA,Supermercado,58,173,1484.55,537.62,8,10,46,19.7,75.7,6.383,0,5,2024
Banca_en_linea,Credito_clasica,Ecuador,Transferencia,35,93,6191.71,23.81,22,5,36,0.2,19.0,0.075,0,11,2024
Banca_en_linea,Debito,Ecuador,Supermercado,20,102,2739.8,481.41,6,13,5,3.5,33.3,,0,9,2024
Cajero_ATM,Credito_clasica,Colombia,Farmacia,27,71,3865.18,19.31,18,13,33,,,0.095,0,1,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,66,140,1349.39,44.41,19,5,1,7.1,60.2,0.573,0,7,2024
Sucursal,Credito_clasica,Ecuador,Supermercado,56,95,8247.93,12.15,22,9,6,2.0,80.1,0.029,0,5,2024
Banca_en_linea,Debito,Ecuador,Ropa,64,160,4493.41,188.17,10,13,37,33.3,61.1,0.802,0,5,2024
App_movil,Debito,Ecuador,Viaje,18,118,5009.49,289.87,20,8,2,,18.0,1.113,0,2,2024
Sucursal,Debito,Mexico,Gasolinera,44,148,672.44,90.39,11,4,5,,54.6,2.072,0,11,2024
App_movil,Credito_gold,Ecuador,Restaurante,74,119,990.08,400.75,2,7,26,0.1,83.5,6.735,0,3,2024
Sucursal,Debito,Ecuador,Entretenimiento,44,51,1040.87,138.85,16,8,41,6.6,30.3,2.238,0,7,2024
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,28,81,989.89,154.14,6,12,47,18.2,83.3,2.591,0,6,2024
POS,Credito_platinum,Ecuador,Farmacia,66,36,5034.6,285.06,21,9,13,2.5,78.5,1.089,0,12,2024
Cajero_ATM,Debito,Mexico,Otro,22,67,281.01,57.82,9,5,12,4.3,2.2,2.404,0,2,2024
Cajero_ATM,Credito_clasica,Ecuador,Supermercado,24,129,397.88,70.61,22,3,5,0.2,23.9,2.362,0,6,2024
App_movil,Credito_gold,Ecuador,Otro,36,114,1000.22,359.59,14,13,2,37.7,54.3,5.992,0,2,2024
POS,Credito_platinum,Peru,Restaurante,74,155,757.46,351.84,1,4,4,0.7,71.8,7.349,0,2,2024
Sucursal,Credito_gold,Chile,Farmacia,73,111,859.46,567.5,12,10,27,22.8,88.1,10.713,0,2,2024
Cajero_ATM,Credito_gold,Colombia,Gasolinera,46,168,4198.02,353.17,3,6,10,3.8,,1.606,1,11,2024
Banca_en_linea,Credito_gold,USA,Otro,32,142,2270.28,25.44,17,10,13,8.9,38.0,0.206,0,3,2024
POS,Credito_clasica,Ecuador,Restaurante,52,100,214.47,265.36,23,11,44,11.4,18.5,12.805,0,2,2024
Banca_en_linea,Credito_gold,Ecuador,Gasolinera,64,109,1602.33,84.1,22,5,2,1.5,76.0,0.933,1,4,2024
Sucursal,Debito,Ecuador,Otro,54,120,1510.14,708.3,0,9,26,5.9,20.7,,0,9,2024
Sucursal,Credito_platinum,Mexico,Farmacia,72,79,502.44,100.88,1,13,15,3.9,69.5,2.872,0,6,2024
Banca_en_linea,Credito_clasica,Ecuador,Electronica,29,134,3018.62,126.06,1,11,46,0.6,18.1,0.783,0,1,2024
Banca_en_linea,Credito_clasica,Ecuador,Restaurante,47,161,3227.47,118.18,3,11,10,17.9,9.1,0.69,0,8,2024
Banca_en_linea,Debito,Ecuador,Viaje,37,19,3390.4,63.23,2,14,22,0.5,25.1,0.352,0,12,2024
Banca_en_linea,Credito_gold,Ecuador,Supermercado,54,127,3459.22,16.7,16,3,40,10.6,28.5,0.091,0,7,2024
Sucursal,Debito,Ecuador,Supermercado,20,29,200.13,344.0,13,2,25,3.8,64.7,,0,10,2024
Banca_en_linea,Credito_gold,Chile,Farmacia,26,24,7893.48,248.44,1,6,15,,16.1,0.614,0,3,2024
Sucursal,Credito_gold,Ecuador,Gasolinera,58,151,4407.83,27.54,15,13,13,11.0,93.0,0.12,0,1,2024
Cajero_ATM,Debito,Colombia,Otro,56,10,6058.04,229.93,10,7,8,8.5,55.4,0.735,0,5,2024
POS,Credito_gold,Peru,Transferencia,43,105,239.42,152.46,12,5,21,3.8,49.1,6.939,0,4,2024
Banca_en_linea,Credito_gold,Ecuador,Viaje,19,169,6989.91,83.93,0,1,21,7.2,43.5,0.233,0,10,2024
Cajero_ATM,Credito_clasica,Ecuador,Entretenimiento,40,177,4349.05,48.96,22,3,22,2.8,56.7,0.215,0,8,2024
Cajero_ATM,Credito_clasica,Ecuador,Ropa,40,145,4738.38,299.63,1,3,46,19.9,2.2,1.213,0,1,2024
App_movil,Debito,Ecuador,Supermercado,38,173,444.82,185.69,1,12,33,,99.0,5.759,1,10,2024
App_movil,Debito,Colombia,Entretenimiento,33,158,3555.96,124.02,20,14,45,2.8,55.8,0.66,0,1,2024
Sucursal,Debito,Ecuador,Restaurante,26,172,8241.99,146.08,4,4,27,,3.5,0.346,0,12,2024
Cajero_ATM,Credito_platinum,Ecuador,Gasolinera,30,55,3037.26,19.32,3,14,40,0.2,59.0,0.119,0,4,2024
Cajero_ATM,Debito,Ecuador,Entretenimiento,45,147,2313.19,101.35,11,10,22,3.1,43.7,0.807,0,8,2024
App_movil,Credito_gold,Mexico,Farmacia,44,157,7479.84,37.29,2,6,30,4.7,2.4,0.097,0,5,2024
Banca_en_linea,Debito,Panama,Transferencia,68,2,1662.69,40.05,19,5,9,21.4,92.4,0.43,0,2,2024
Banca_en_linea,Credito_clasica,Panama,Restaurante,69,164,2486.32,167.4,9,1,45,30.0,1.1,,0,6,2024
POS,Credito_gold,USA,Ropa,34,147,1817.27,368.3,19,6,35,12.6,57.8,3.651,0,5,2024
POS,Credito_gold,Ecuador,Supermercado,55,135,6951.93,82.57,17,14,18,6.8,96.2,0.231,0,2,2024
POS,Debito,USA,Ropa,53,154,397.84,39.93,20,14,42,10.2,23.8,1.336,0,11,2024
Sucursal,Credito_clasica,Ecuador,Entretenimiento,18,111,1938.47,161.94,20,9,5,5.3,,1.515,0,11,2024
Banca_en_linea,Credito_clasica,Peru,Farmacia,35,38,3103.5,312.41,20,11,27,3.5,0.0,1.891,0,11,2024
Banca_en_linea,Debito,Colombia,Restaurante,68,131,4124.42,211.94,9,1,6,30.1,6.6,0.98,0,3,2024
App_movil,Debito,Ecuador,Supermercado,26,102,2386.78,309.61,0,8,32,1.2,4.5,2.394,0,9,2024
Sucursal,Credito_clasica,USA,Supermercado,30,95,6189.98,120.36,5,8,8,,82.3,0.377,0,7,2024
Cajero_ATM,Credito_clasica,Mexico,Ropa,57,92,7317.91,214.07,10,3,39,22.9,83.7,0.569,1,7,2024
Banca_en_linea,Credito_gold,Ecuador,Otro,72,71,366.2,27.63,1,13,21,12.8,72.7,0.976,0,11,2024
Cajero_ATM,Credito_clasica,Panama,Restaurante,62,171,1486.96,69.22,6,9,18,0.3,35.3,0.821,0,6,2024
App_movil,Credito_clasica,Ecuador,Viaje,32,24,259.35,79.03,19,11,14,0.2,82.1,3.441,0,8,2024
Sucursal,Credito_clasica,Colombia,Transferencia,60,167,1199.02,112.4,20,13,15,7.3,54.0,1.607,0,4,2024
Sucursal,Credito_gold,Ecuador,Farmacia,61,68,2124.36,401.92,20,13,42,6.6,30.4,3.458,0,8,2024
Banca_en_linea,Credito_gold,Ecuador,Ropa,63,128,6242.04,316.07,20,11,26,,,0.981,0,4,2024
POS,Credito_clasica,Mexico,Entretenimiento,21,93,4886.02,26.67,17,8,44,3.6,6.6,0.105,0,8,2024
App_movil,Credito_gold,Panama,Restaurante,50,44,540.98,33.45,20,3,32,43.2,94.5,0.903,0,9,2024
Cajero_ATM,Debito,USA,Restaurante,41,133,444.12,71.39,18,10,39,3.2,61.9,2.217,0,3,2024
Banca_en_linea,Credito_clasica,Ecuador,Supermercado,53,55,2424.53,56.53,3,5,28,6.7,73.1,0.431,0,3,2024
Banca_en_linea,Debito,Mexico,Otro,68,158,2098.85,148.09,12,3,39,5.2,67.7,1.288,0,11,2024
Cajero_ATM,Credito_clasica,Ecuador,Transferencia,58,29,974.4,354.61,17,5,43,1.9,66.8,6.039,0,2,2024
POS,Credito_gold,Panama,Entretenimiento,27,154,5942.83,496.68,19,9,32,2.3,1.7,1.617,0,10,2024
Banca_en_linea,Credito_gold,Ecuador,Supermercado,53,154,6755.82,164.03,23,12,13,25.0,52.5,0.472,0,3,2024
Sucursal,Debito,Ecuador,Electronica,37,37,1487.97,278.17,12,4,15,19.5,82.2,3.296,0,3,2024
